Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Scientific and technical journal articles,IP.JRN.ARTC.SC,"Korea, Rep.",KOR,..,15905.06,53719.87,56267.53,57863.47,60705.29,62645.93,62735.09,63979.21,66376.17,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Kosovo,XKX,..,0,106.73,113.4,123.34,122.23,136.84,187.91,261.45,278.43,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Kuwait,KWT,..,505.95,804.28,834.56,881.28,799.38,875.06,825.56,861.13,1003.84,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Kyrgyz Republic,KGZ,..,28.88,48.83,50.45,61.43,53.41,51.24,106.78,107.1,137.06,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Lao PDR,LAO,..,8.57,49.51,61.64,71.78,56.12,71.61,88.18,76.98,86.91,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Latvia,LVA,..,288.03,1318.3,1200.72,1239.28,1171.05,1474.02,1390.79,1602.91,1417.73,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Lebanon,LBN,..,377.65,873.78,1013.01,1088.88,1206.99,1288.51,1446.98,1537.56,1776.31,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Lesotho,LSO,..,5.92,12.64,21.26,15.44,11.63,17.34,20.89,21.03,18.54,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Liberia,LBR,..,1,9.22,7.85,5.49,7.7,11.56,16.55,24.52,25.39,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Libya,LBY,..,61.74,128.24,153.28,207.14,190.52,181.28,144.21,172.36,161.9,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Liechtenstein,LIE,..,15.87,39.47,32.84,31.48,40.31,30.85,41.87,33.89,30.4,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Lithuania,LTU,..,599.75,2446.03,2285.45,2265.95,2492.17,2464.44,2306.22,2404.65,2267.3,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Luxembourg,LUX,..,65.26,595.57,597.98,770.2,877.68,816.12,857.78,814.16,869.1,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Madagascar,MDG,..,57.23,99.46,94.61,115.63,121.32,121.86,108.2,138.99,127.41,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Malawi,MWI,..,64.37,142.97,156.13,138.98,173.25,178.87,192.37,228.59,231.21,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Malaysia,MYS,..,1326.26,13853.18,14459.91,15631.66,17378.77,18635.26,20467.76,22257.81,23661.33,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Maldives,MDV,..,0.5,6.73,8.94,7.04,6.87,7.08,5.64,7.06,7.44,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Mali,MLI,..,16.01,86.33,86.31,65.33,73.97,71.93,86.07,100.89,90.37,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Malta,MLT,..,43.1,194.89,245.92,286.34,286.42,314.53,333.94,395.95,422.02,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Marshall Islands,MHL,..,2.13,1.48,1.49,1.33,1.19,3.59,1.39,0.72,2.31,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Mauritania,MRT,..,6.67,13.44,12.99,15.51,13.17,14.06,20.54,16.07,20.32,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Mauritius,MUS,..,54.71,62.84,117.36,126.42,122.22,119.52,162.16,168.32,126.94,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Mexico,MEX,..,5053.71,11859.26,12585.07,13295.3,14345.85,14585.58,15199.9,16004.9,16345.64,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,"Micronesia, Fed. Sts.",FSM,..,4.29,4.94,4.63,5.85,3.33,6.75,3.81,6.58,4.37,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Moldova,MDA,..,191.46,187.84,208.07,212.04,213.4,192.78,299.63,257.06,210.37,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Monaco,MCO,..,13.84,49.33,30.16,37.72,39.69,41.94,42.92,51.35,45.12,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Mongolia,MNG,..,26.6,103.29,129.65,164.43,116.16,104.4,118.87,146.56,140.85,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Montenegro,MNE,..,0,140.31,159.29,194.71,204.37,224.17,243.51,284.38,249.51,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Morocco,MAR,..,872.58,1967.35,2233.72,2378.42,2900.24,2980.65,3838.75,4707.82,5056.77,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Mozambique,MOZ,..,21.54,75.34,63.77,69.22,86.77,105.02,108.62,133.25,139.25,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Myanmar,MMR,..,14.82,96.44,40.35,35.78,45.48,73.66,112.85,141.03,230.65,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Namibia,NAM,..,17.76,49.59,65.22,86.03,97.47,101.71,110.45,115.28,156.31,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Nauru,NRU,..,0,0.74,0.5,0.34,0.37,0.33,0.47,0,0,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Nepal,NPL,..,101.86,398.92,413.18,481.65,520.72,538.47,632.76,674.78,792.11,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Netherlands,NLD,..,18713.17,30041.53,31045.38,31504.37,31878.57,31141.82,31014.65,31048.39,30457.33,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,New Zealand,NZL,..,4279.85,7637.86,7726.31,7714.41,7935.41,7722.99,7907.93,7970.15,7888.75,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Nicaragua,NIC,..,12.14,31.32,32.35,28.75,33.78,26.17,38.09,41.43,43.67,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Niger,NER,..,23.73,31.39,30.93,31.32,48.3,57.39,56.85,58.63,55.18,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Nigeria,NGA,..,1049.88,3646.72,3301.59,3349.42,3745.83,3675.64,4018.76,4432.57,5602.28,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,North Macedonia,MKD,..,123.28,459.9,475.58,479.95,543.06,548.28,510.01,498.61,493.05,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Norway,NOR,..,5056.22,9687.88,10281.23,10378.26,10683.94,10529.7,11179.02,11670.76,11802.78,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Oman,OMN,..,212.64,602.68,606.94,678.74,698.11,754.13,793.78,785.83,856.43,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Pakistan,PAK,..,1042.38,6359.46,6842.22,7591.18,7810.86,8451.51,9799.81,11487.23,12904.31,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Palau,PLW,..,2.33,1.85,2.25,4.45,4.71,5.61,3.3,5.96,6.51,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Panama,PAN,..,43.25,129.77,156.26,159.41,172.08,165.04,154.45,176.81,172.88,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Papua New Guinea,PNG,..,62.74,42.6,63.06,53.72,63.6,56.24,56.56,57.68,64.12,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Paraguay,PRY,..,11.35,49.15,56.16,59.66,61.12,93.13,98.98,135.43,97.98,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Peru,PER,..,175.8,596.85,637.19,666.7,744.18,902.11,1064.63,1378.89,1629.88,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Philippines,PHL,..,341.78,875.81,827.64,933.73,1047.44,1401.65,1684.31,1855.39,2237.34,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Poland,POL,..,13012.68,25734.96,27969.55,30026.08,31773.31,33116.44,34838.68,34675.67,35662.64,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Portugal,PRT,..,3343.65,11925.05,12967.22,13974.07,14569.91,14691.23,14348.02,14391.44,14294.56,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Puerto Rico,PRI,..,384.3,635.55,638.95,579.81,620.74,594.95,607.6,576.23,515.42,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Qatar,QAT,..,47.06,468.42,612.79,810.28,1123.97,1175.59,1389.03,1385.2,1502.58,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Romania,ROU,..,2405.9,10055.14,10287.1,10122.54,10073.39,10917.79,10511.4,11039.56,10345.01,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Russian Federation,RUS,..,32224.01,35924.38,35999.98,38412.1,44366.22,52176.06,62661.74,70825.09,81579.36,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Rwanda,RWA,..,3.19,48.57,55.14,88.83,93.92,108.91,127.71,127.1,169.52,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Samoa,WSM,..,6.67,5.65,2.51,4.33,12.1,11.17,7.37,10.22,11.05,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,San Marino,SMR,..,1.5,2.33,3.66,7.03,5.15,7,8.56,11.61,10.81,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Sao Tome and Principe,STP,..,0.37,0,0.52,1.16,1.24,1.42,0.87,0.88,0.73,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Saudi Arabia,SAU,..,1574.32,4878.75,5884.78,7257.8,8286.6,8949.36,9458.63,10041.39,10897.88,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Senegal,SEN,..,145.79,277.06,273.89,296.77,323.64,368.77,367.86,368.29,388.32,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Serbia,SRB,..,0,4759.4,5879.6,5242.49,5052.69,4872.66,4982.05,4916.94,4523.42,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Seychelles,SYC,..,5.16,9.7,10,16.91,9.64,19.11,12.13,11.71,9.53,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Sierra Leone,SLE,..,4.51,10.95,14.65,15.85,21.79,33.39,46.16,42.8,40.72,..,..
