Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Brazil,BRA,..,94.1841125488281,98.4869232177734,98.6196594238281,98.7366790771484,98.8456878662109,98.963752746582,99.1109619140625,99.1554107666016,99.2041702270508,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Brunei Darussalam,BRN,..,..,99.3667678833008,..,..,..,..,..,..,99.7089385986328,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Bulgaria,BGR,..,..,97.8650512695313,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Burkina Faso,BFA,..,..,..,..,..,50.0962982177734,..,..,..,58.2900009155273,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Burundi,BDI,53.5552101135254,73.3300628662109,..,..,..,79.5596084594727,..,..,88.2217712402344,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Cabo Verde,CPV,88.1679000854492,95.870002746582,..,98.1289672851563,..,..,98.1113128662109,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Cambodia,KHM,..,..,..,..,..,90.1418685913086,92.2123565673828,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Cameroon,CMR,..,83.0982894897461,..,..,..,..,..,..,..,85.0800018310547,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Central African Republic,CAF,..,60.8070487976074,..,..,..,..,..,..,..,38.2686500549316,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Chad,TCD,..,37.5573501586914,..,..,..,..,38.7724189758301,30.7916107177734,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Chile,CHL,..,..,99.4081878662109,..,99.0482788085938,..,99.3539428710938,..,99.008659362793,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,China,CHN,94.2814712524414,98.8587265014648,..,..,..,..,..,..,..,99.7835998535156,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Colombia,COL,..,..,98.2393798828125,..,..,98.5409469604492,98.5347290039063,98.6683120727539,..,98.8516464233398,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Comoros,COM,..,80.1857604980469,..,71.5812683105469,..,..,..,..,..,78.270393371582,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,"Congo, Dem. Rep.",COD,..,..,..,83.5975494384766,..,..,..,84.9895095825195,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,"Congo, Rep.",COG,..,..,80.913948059082,..,..,..,..,..,..,82.0547866821289,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Costa Rica,CRI,..,97.6147003173828,99.1336975097656,..,..,..,..,..,..,99.4300003051758,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Cote d'Ivoire,CIV,..,60.7236518859863,..,48.3099594116211,..,53.0206909179688,..,..,..,58.4201507568359,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Croatia,HRV,..,..,99.7236328125,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Cuba,CUB,..,..,..,99.8746490478516,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Cyprus,CYP,..,..,99.8209915161133,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Czech Republic,CZE,..,..,..,..,..,..,..,99.7858810424805,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Dominican Republic,DOM,..,..,97.0420532226563,97.0238876342773,97.4724273681641,97.6885299682617,97.6140594482422,98.8394088745117,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Ecuador,ECU,96.194709777832,..,98.6948394775391,98.8316268920898,98.6046371459961,99.097770690918,99.1261978149414,99.0571136474609,99.2550506591797,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,"Egypt, Arab Rep.",EGY,..,..,..,89.2819213867188,92.0234222412109,..,..,..,88.1925582885742,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,El Salvador,SLV,..,..,96.5450897216797,..,97.2241897583008,..,97.949333190918,98.0085906982422,97.9804534912109,97.9737167358398,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Equatorial Guinea,GNQ,..,97.1313705444336,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,93.2723922729492,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Estonia,EST,..,99.7705001831055,99.9488983154297,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Eswatini,SWZ,..,91.8632431030273,..,..,..,..,..,..,..,95.469367980957,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Ethiopia,ETH,..,..,..,..,..,..,..,..,72.7548217773438,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,99.7443389892578,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Gabon,GAB,..,..,..,88.5041427612305,..,..,..,..,..,89.7836608886719,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,"Gambia, The",GMB,..,52.5550193786621,..,..,60.7779006958008,..,67.161376953125,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Georgia,GEO,..,..,..,..,..,99.7026062011719,..,..,99.6408081054688,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Ghana,GHA,..,70.6630630493164,..,..,..,..,..,..,..,92.490966796875,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Greece,GRC,..,..,98.8148574829102,..,..,..,..,..,..,99.1600036621094,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Grenada,GRD,..,..,..,..,..,99.1999969482422,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Guam,GUM,99.879997253418,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Guatemala,GTM,..,..,..,93.6534729003906,91.851921081543,94.354248046875,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Guinea,GIN,..,..,..,..,..,46.295051574707,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Guinea-Bissau,GNB,..,59.4928512573242,..,..,..,60.4023513793945,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Guyana,GUY,..,..,..,..,..,96.6896667480469,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Haiti,HTI,..,..,..,..,..,..,..,82.9942474365234,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Honduras,HND,..,..,95.9250030517578,94.9809494018555,95.0664901733398,95.6770706176758,96.0075073242188,96.1265411376953,..,96.5158386230469,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Hungary,HUN,..,..,..,..,..,98.8000030517578,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,India,IND,..,..,86.1448822021484,..,..,..,..,..,..,91.6640396118164,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Indonesia,IDN,96.2075576782227,..,98.7779998779297,..,..,99.6802215576172,99.6700668334961,99.6688079833984,..,99.7070770263672,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,"Iran, Islamic Rep.",IRN,..,..,..,98.0143966674805,97.7772979736328,97.9378662109375,..,98.1013488769531,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Iraq,IRQ,..,84.7967987060547,..,83.5,80.8000030517578,88.8000030517578,..,90.9000015258789,93.5,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Italy,ITA,..,..,99.8596420288086,..,..,..,..,..,..,99.9300003051758,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Jamaica,JAM,..,..,..,..,..,96.3000030517578,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Jordan,JOR,..,..,99.148681640625,99.1057205200195,..,..,..,..,..,99.3437423706055,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,99.8973617553711,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Kenya,KEN,..,92.5281829833984,..,..,..,86.5256271362305,..,..,..,87.8300018310547,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Kuwait,KWT,..,..,..,98.7822570800781,99.1537475585938,..,99.2590866088867,..,99.2435836791992,99.0801315307617,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,99.75,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Lao PDR,LAO,..,80.5985565185547,72.0562286376953,..,..,..,92.4626388549805,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Latvia,LVA,..,99.7502593994141,99.8354263305664,..,..,..,..,..,..,99.8199996948242,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,99.751823425293,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Lesotho,LSO,..,90.9269027709961,..,..,..,86.6322021484375,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,55.3987007141113,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Lithuania,LTU,..,..,99.8557968139648,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,"Macao SAR, China",MAC,..,..,99.6728973388672,..,..,..,..,99.7987365722656,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Madagascar,MDG,..,70.2362213134766,..,76.8291625976563,..,..,..,..,..,81.198371887207,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Malawi,MWI,..,..,..,..,..,76.0819091796875,72.9356079101563,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Malaysia,MYS,..,97.2378005981445,..,..,..,..,..,97.6144714355469,97.2725601196289,96.8503265380859,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Maldives,MDV,98.1996231079102,98.1701202392578,..,..,..,99.2683792114258,..,98.7536468505859,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Mali,MLI,..,..,42.0952796936035,..,..,..,49.3665313720703,..,..,50.1347007751465,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Malta,MLT,..,..,98.8819427490234,..,..,..,..,..,..,99.3007125854492,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Marshall Islands,MHL,..,..,98.4587783813477,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Mauritania,MRT,..,61.3366508483887,..,..,..,..,..,..,63.947811126709,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Mauritius,MUS,91.1919937133789,94.5389633178711,98.1303482055664,..,..,..,..,..,..,99.0420303344727,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Mexico,MEX,95.4182434082031,96.6122817993164,98.4617691040039,98.8754196166992,98.5644989013672,99.0000381469727,98.944709777832,99.1162033081055,99.1246871948242,99.3184509277344,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Moldova,MDA,..,99.5250778198242,..,99.4561614990234,..,99.8110122680664,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Mongolia,MNG,..,97.7101211547852,..,..,..,..,..,..,..,98.629997253418,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Montenegro,MNE,..,..,99.2118225097656,..,..,..,..,..,..,99.1100006103516,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Morocco,MAR,..,..,81.5100708007813,91.2209625244141,..,..,..,..,..,97.7300033569336,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Mozambique,MOZ,..,..,..,..,..,..,70.5251007080078,..,70.9124526977539,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Myanmar,MMR,..,94.586311340332,..,..,..,..,..,84.7511596679688,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Namibia,NAM,..,..,94.4194412231445,..,..,..,..,..,..,95.1649017333984,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Nepal,NPL,..,..,84.7571487426758,..,..,..,..,..,..,92.3938064575195,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,New Caledonia,NCL,..,..,..,..,..,99.1999969482422,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Nicaragua,NIC,..,..,..,..,..,..,91.57177734375,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Niger,NER,..,..,..,39.7877311706543,..,..,..,..,..,43.4599990844727,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,75.0287475585938,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,North Macedonia,MKD,..,..,..,..,..,98.5999984741211,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Oman,OMN,..,..,..,..,..,99.0943222045898,99.1537322998047,98.7035598754883,98.6624374389648,98.6178283691406,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Pakistan,PAK,..,..,70.7693328857422,72.5834197998047,71.6362228393555,72.7954025268555,..,..,74.5263824462891,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Palau,PLW,..,..,..,..,99.83837890625,..,98.664436340332,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Panama,PAN,95.0867767333984,96.0798492431641,..,..,..,..,..,..,..,99.0990905761719,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Papua New Guinea,PNG,..,66.6789932250977,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Paraguay,PRY,..,..,..,98.1779174804688,98.8991317749023,98.7137985229492,98.6536026000977,98.4505996704102,..,98.2815170288086,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Peru,PER,..,..,..,98.6981582641602,..,98.9775314331055,99.0095367431641,98.8834915161133,99.0574798583984,99.0237579345703,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Philippines,PHL,96.5780792236328,95.0897521972656,..,..,98.1083526611328,..,99.0826034545898,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Portugal,PRT,..,..,99.4351196289063,..,..,..,..,..,..,99.6639175415039,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Puerto Rico,PRI,93.166877746582,..,..,..,..,..,..,..,92.3898315429688,..,..,..
